Seed,Win_only_MAE,Win_Loss_MAE,MAE_Difference_Win_minus_WinLoss,Paired_t_statistic,Paired_p_value,Paired_Observations
42,0.5954302506922081,0.5987793809576158,-0.0033491302654077293,-0.40521114175588907,0.685725222164135,216
52,0.5954302506922081,0.5987793809576158,-0.0033491302654077293,-0.40521114175588907,0.685725222164135,216
62,0.5954302506922081,0.5987793809576158,-0.0033491302654077293,-0.40521114175588907,0.685725222164135,216
72,0.5954302506922081,0.5987793809576158,-0.0033491302654077293,-0.40521114175588907,0.685725222164135,216
82,0.5954302506922081,0.5987793809576158,-0.0033491302654077293,-0.40521114175588907,0.685725222164135,216
